state_code,state_name,district_code,district_name,tehsil-village_name,mec_upto_1to1pt5_year,mec_breeding,mec_draught,mec_draught_breeding,mec_others,mec_total,fec_upto_1_year,fec_1to2pt5_year,fec_milk,fec_dry,fec_not_calved_once,fec_others,fec_total,ec_totalstate_code,state_name,district_code,district_name,tehsil-village_name,mec_upto_1to1pt5_year,mec_breeding,mec_draught,mec_draught_breeding,mec_others,mec_total,fec_upto_1_year,fec_1to2pt5_year,fec_milk,fec_dry,fec_not_calved_once,fec_others,fec_total,ec_total24,GUJARAT,491,Valsad,Tahsil-ValsadVillage-Malvan,18,9,15,7,5,54,22,7,34,11,11,0,85,139
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Sadada,0,1,10,0,0,11,4,2,8,2,1,0,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Dhanpuri,8,2,17,0,0,27,16,11,25,9,1,0,62,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Paniyara,0,0,0,0,0,0,10,2,28,1,2,0,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Kara,27,5,12,1,0,45,14,32,33,23,16,7,125,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Rampura,38,1,59,20,0,118,12,35,26,12,0,0,85,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Kaliavav,1,0,0,0,0,1,0,4,6,7,4,0,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Jambughoda,0,0,6,0,0,6,0,10,8,4,5,1,28,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Kharedivav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Fulpari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Vajpur,0,0,0,0,0,0,19,15,25,17,2,0,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Udhavan,5,0,40,51,0,96,8,15,15,30,13,0,81,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Jotvad,3,5,1,0,1,10,4,3,12,3,0,0,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Nathpari,11,2,3,0,0,16,16,13,25,13,21,0,88,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Bhildungra,0,2,0,0,0,2,5,1,7,0,0,2,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Kanjipani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Malbar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Narukot,3,0,0,0,0,3,0,2,7,3,0,0,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Hirapur,3,0,0,0,0,3,8,26,28,2,4,0,68,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Dipapura,2,0,0,0,0,2,2,0,4,0,1,0,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Garmula,8,0,0,0,0,8,14,13,13,7,0,1,48,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Vadiya,22,0,6,0,0,28,26,31,38,14,10,0,119,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Vav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-NizaranFaliya,4,0,1,0,0,5,1,4,16,4,1,0,26,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-NizaranDilgam,2,0,0,0,0,2,0,1,21,7,0,0,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Vadek,9,0,0,0,0,9,9,6,25,12,3,0,55,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Jaban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-JambughodaVillage-Mahudibor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Dhuleta,10,6,154,135,198,503,309,196,0,0,0,0,505,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Naroda,28,0,9,0,0,37,223,291,436,141,14,0,1105,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Khuntelav,0,131,482,0,613,1226,175,365,23,0,0,685,1248,2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Padedi(Kanod),11,0,0,0,0,11,9,18,22,10,0,0,59,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Kanod,20,0,6,0,0,26,71,82,113,33,3,0,302,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Ghoghawada,15,14,15,45,1,90,37,78,119,20,30,0,284,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Babaliya,0,0,0,0,0,0,0,0,14,5,0,0,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Tejakui,0,0,0,0,0,0,0,0,13,5,0,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Punjelav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Bhuvabar,3,0,1,0,0,4,7,5,9,10,4,0,35,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Umariya,43,0,0,0,0,43,61,46,82,46,8,0,243,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Jher,30,0,0,0,0,30,43,47,73,82,0,0,245,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Dodavanta,0,0,0,0,0,0,1,1,2,1,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Lavana,1,0,0,0,0,1,17,7,31,8,0,0,63,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-VastanaMuvada,0,0,0,0,0,0,31,28,43,19,2,1,124,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Bakor,3,2,11,530,0,546,3,77,111,37,2,0,230,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-HansoliyanaMuvada,0,0,0,0,0,0,8,5,19,11,4,0,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Jethola,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Korvai,0,0,0,0,0,0,5,5,8,1,1,0,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Simalnada,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Jalkukdi,0,0,0,0,0,0,5,2,6,4,0,0,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Pandarwada,1,0,70,0,0,71,38,33,43,15,1,0,130,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Motipura-1,0,0,0,0,0,0,8,1,7,5,0,0,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Dalelpura,15,0,0,2,0,17,28,11,54,13,4,0,110,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Masadra,8,0,0,0,1,9,23,13,39,12,1,1,89,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-LadannaMuvada,0,0,0,0,0,0,49,18,92,20,0,0,179,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Ruzada,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Khadodi,0,0,0,0,0,0,5,23,16,7,2,0,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Madapur,0,0,0,8,0,8,8,12,23,0,0,2,45,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Ghodiyarpir,0,0,9,0,0,9,2,0,0,0,0,7,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Navagam-1,0,0,6,0,0,6,6,0,9,1,2,0,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Vavkuva,0,0,0,0,0,0,13,7,16,12,0,0,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-MorKhakhara,0,0,0,0,0,0,0,0,0,1,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Patapur,0,0,0,0,0,0,8,7,13,2,0,0,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Padedi(Patapur),0,0,0,0,0,0,3,1,7,0,0,0,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Borvai,17,3,9,4,0,33,40,34,78,7,1,0,160,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-KakariMahudi,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Dhokli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Rankli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Dolatpura,2,3,0,0,0,5,4,3,2,0,0,0,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Vadhela,0,0,0,0,0,0,5,1,9,2,0,0,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-LimdiTimba,0,0,0,0,0,0,0,3,0,1,3,0,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Nesda,0,0,0,0,0,0,2,1,7,2,0,2,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Udava,3,0,14,0,1,18,2,2,3,2,1,0,10,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Kanesar,2,0,4,0,0,6,50,74,55,14,2,0,195,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Lambho,0,0,0,0,0,0,2,1,2,2,0,0,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-DholKhakhara,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-KalaKhetra,0,0,0,0,0,0,1,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-KhatudamorNiMuvadi,0,0,0,0,0,0,0,0,2,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Chhani,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Mahiapur,0,0,0,0,0,0,35,25,56,17,0,0,133,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-PandyanaMuvada,0,0,0,0,0,0,4,2,10,2,0,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-MokamsinhnaBhevada,0,0,0,0,0,0,20,21,25,14,0,0,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Vandarved,0,0,6,0,0,6,9,7,14,4,0,0,34,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-VirparnaMuvada,0,0,0,0,0,0,33,11,42,8,0,0,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Dolariya,9,0,36,26,0,71,28,18,21,10,0,0,77,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Vavia,0,0,0,0,0,0,0,94,141,0,0,0,235,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Kaslavati,0,0,0,0,0,0,0,36,52,0,0,0,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-AkhadanaDegamda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-CharnnaDegamda,8,0,0,0,0,8,0,6,1,0,0,0,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-TankanaBhevada,0,0,0,0,0,0,14,10,28,0,0,0,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-TalpadnaBhevada,0,0,0,0,0,0,3,1,6,0,0,0,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Vanka,0,0,28,0,0,28,18,36,49,9,3,0,115,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Masiya,12,0,0,0,0,12,23,36,37,17,7,0,120,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Bhanpur,10,0,1,0,0,11,32,55,63,30,7,0,187,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-FatajinaBhevada,5,3,0,0,0,8,37,51,60,0,0,0,148,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Limadiya,0,0,0,0,0,0,73,43,58,0,10,0,184,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Isroda,12,0,0,0,0,12,9,258,290,0,0,0,557,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Chhapri-1,21,0,0,0,0,21,53,52,91,36,4,0,236,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Badesara,0,0,90,0,0,90,50,65,89,16,0,0,220,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Sampadiya,0,0,58,0,0,58,16,18,19,8,0,0,61,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Karanta,7,0,0,0,0,7,16,33,59,3,12,12,135,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-MudaVadekh,0,0,4,2,0,6,57,17,75,25,0,0,174,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Vavyo,0,0,25,0,0,25,29,25,53,15,0,0,122,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Bamroda,2,0,0,0,0,2,43,37,52,32,0,0,164,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Vadagam,165,1,35,22,4,227,385,490,661,346,39,24,1945,2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Tarkadi,21,0,0,0,0,21,55,47,107,19,14,0,242,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Vakhatpur,2,0,0,0,0,2,67,105,107,41,15,1,336,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Gangata,56,2,0,0,0,58,84,91,187,176,20,0,558,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Bedvalli,7,0,72,0,0,79,65,63,142,70,34,1,375,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Mena,5,9,15,4,4,37,7,9,61,1,0,0,78,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Raheman,3,0,0,0,0,3,11,3,14,3,0,0,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Kolambi,8,0,0,0,0,8,9,3,14,5,0,0,31,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-MotaKhanpur,0,12,24,18,0,54,29,9,20,3,22,0,83,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-NanaKhanpur,0,0,0,0,0,0,2,1,2,2,0,0,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KhanpurVillage-Bhadrod,36,0,0,0,0,36,73,109,179,44,11,0,416,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Ditvas,0,0,0,0,0,0,93,20,35,10,0,0,158,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Karvai,5,0,0,2,0,7,52,2,62,0,0,0,116,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Sarasva(North)),0,0,0,0,0,0,3,3,2,1,1,0,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Bhul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Bachkaria(North),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Kaliyari,2,0,0,0,0,2,2,2,4,0,0,0,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Math(Kotal),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Kanawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Chandri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-NaniVareth,0,0,0,0,0,0,3,0,3,0,0,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-MotiVareth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-VaghadiyaniAndhari,0,1,0,0,0,1,6,6,6,6,0,0,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Ghantawada,0,0,74,0,0,74,50,28,66,2,0,0,146,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-NaniKharsoli,0,0,0,0,0,0,25,21,31,14,17,0,108,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Lapania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Dahyapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-Dhansura,0,0,1,0,0,1,0,1,2,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT,484,PanchMahals,Tahsil-KadanaVillage-MotaSagavadiya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
